Date,Mean Observed Flux Prior Day,Mean Adjusted Flux Prior Day,Mean URSI Flux Prior Day,Variation Percentage Observed Flux Prior Day,Variation Percentage Adjusted Flux Prior Day,Variation Percentage URSI Flux Prior Day
2018-07-14,72.33333333333333,74.73333333333333,67.26666666666667,0.6944444444444444,0.6720430107526881,0.8968609865470767
2018-07-15,72.46666666666665,74.86666666666667,67.43333333333334,-0.6868131868131868,-0.6648936170212766,-0.5908419497784426
2018-07-16,71.43333333333334,73.83333333333333,66.43333333333334,-0.5594405594405674,-0.5412719891745679,-0.6015037593985048
2018-07-17,71.89999999999999,74.26666666666667,66.86666666666666,0.5578800557879937,0.6756756756756757,0.7507507507507508
2018-07-18,71.2,73.53333333333333,66.2,0.0,0.13605442176869975,0.0
2018-07-19,71.3,73.66666666666667,66.3,-0.6983240223463688,-0.8108108108108031,-0.7507507507507508
2018-07-20,70.8,73.10000000000001,65.8,-2.092050209205021,-2.027027027027027,-1.951951951951948
2018-07-21,70.26666666666667,72.53333333333335,65.33333333333333,0.14265335235379248,0.13812154696131812,0.15337423312882562
2018-07-22,69.89999999999999,72.13333333333334,64.93333333333334,-0.9971509971510011,-0.8287292817679676,-0.9202453987730193
2018-07-23,67.93333333333334,70.13333333333334,63.13333333333333,0.2954209748892213,0.2861230329041325,0.31796502384738135
2018-07-24,66.83333333333333,69.0,62.1,0.14992503748125086,0.14513788098692934,0.16129032258064746
2018-07-25,66.60000000000001,68.7,61.833333333333336,0.755287009063444,0.7320644216691069,0.9771986970684062
2018-07-26,66.03333333333335,68.10000000000001,61.26666666666667,-0.753012048192771,-0.8759124087591158,-0.8116883116883116
2018-07-27,66.36666666666667,68.46666666666665,61.56666666666666,-0.7496251874062968,-0.7267441860465116,-0.8077544426494345
2018-07-28,66.5,68.56666666666666,61.699999999999996,-0.4504504504504462,-0.4366812227074194,-0.48543689320387895
2018-07-29,67.63333333333334,69.73333333333333,62.76666666666667,3.619909502262452,3.8067349926793685,3.7398373983739788
2018-07-30,68.13333333333334,70.16666666666667,63.13333333333333,0.5882352941176554,0.7142857142857143,0.6349206349206327
2018-07-31,68.23333333333333,70.33333333333333,63.26666666666667,1.775147928994087,1.721664275466288,1.7543859649122715
2018-08-01,69.0,71.10000000000001,63.96666666666666,-0.43352601156068954,-0.42075736325385293,-0.3120124804992133
2018-08-02,70.3,72.39999999999999,65.16666666666667,1.8651362984218034,1.8105849582172664,1.8575851393188898
2018-08-03,69.86666666666666,71.96666666666667,64.76666666666667,-0.7132667617689016,-0.6925207756232686,-0.7692307692307693
2018-08-04,70.03333333333333,72.10000000000001,64.89999999999999,-0.9957325746799472,-1.1049723756906233,-1.2269938650306704
2018-08-05,70.5,72.60000000000001,65.3,-0.14164305949007694,-0.13755158184320293,-0.15290519877677144
2018-08-06,68.93333333333334,70.93333333333334,63.833333333333336,-0.2902757619738793,-0.28208744710860767,-0.3134796238244448
2018-08-07,69.1,71.1,64.0,0.0,0.0,0.0
2018-08-08,69.60000000000001,71.60000000000001,64.43333333333334,-1.2838801711840109,-1.2482662968099745,-1.232665639445318
2018-08-09,70.0,71.96666666666665,64.76666666666667,-1.133144475920676,-0.9655172413793143,-1.071975497702914
2018-08-10,70.03333333333333,72.0,64.76666666666667,0.8620689655172536,0.8379888268156545,0.7763975155279502
2018-08-11,69.46666666666667,71.36666666666667,64.23333333333333,-0.14388489208632277,-0.14005602240897552,-0.1555209953343613
2018-08-12,67.46666666666667,69.36666666666666,62.36666666666667,-0.5908419497784426,-0.5747126436781487,-0.6389776357827454
2018-08-13,68.33333333333333,70.16666666666667,63.13333333333333,-2.4531024531024572,-2.528089887640445,-2.34375
2018-08-14,67.36666666666667,69.13333333333333,62.199999999999996,-2.2091310751104563,-2.295552367288391,-2.2328548644338206
2018-08-15,69.06666666666666,70.86666666666667,63.76666666666666,-0.4322766570605351,-0.42134831460673755,-0.46801872074882556
2018-08-16,68.86666666666666,70.66666666666667,63.6,1.167883211678828,1.1379800853485025,1.10584518167457
2018-08-17,68.76666666666667,70.53333333333333,63.46666666666667,-0.5780346820809331,-0.5633802816901489,-0.6259780907668209
2018-08-18,67.76666666666667,69.46666666666667,62.5,-0.5865102639296271,-0.5722460658083056,-0.6359300476947514
2018-08-19,67.26666666666667,68.89999999999999,62.03333333333333,-2.63929618768328,-2.5787965616045803,-2.702702702702696
2018-08-20,66.53333333333333,68.13333333333334,61.333333333333336,0.30165912518854127,0.29455081001471073,0.3273322422258523
2018-08-21,68.10000000000001,69.7,62.73333333333333,-0.1466275659824172,-0.143266475644691,-0.1592356687897999
2018-08-22,67.8,69.39999999999999,62.46666666666667,-0.5882352941176554,-0.5747126436781487,-0.7974481658692184
2018-08-23,67.33333333333333,68.83333333333333,62.0,-1.6152716593245144,-1.5804597701149343,-1.5948963317384368
2018-08-24,69.8,71.36666666666666,64.23333333333333,-1.2784090909090988,-1.112656467315732,-1.0819165378670832
2018-08-25,71.63333333333334,73.23333333333333,65.93333333333334,1.2711864406779743,1.2430939226519218,1.2269938650306704
2018-08-26,70.89999999999999,72.39999999999999,65.16666666666667,0.1418439716311976,0.138888888888881,0.15432098765433416
2018-08-27,69.89999999999999,71.36666666666666,64.23333333333333,0.0,0.1414427157001334,0.0
2018-08-28,69.36666666666666,70.8,63.699999999999996,-1.0057471264367652,-1.1251758087201085,-0.938967136150237
2018-08-29,69.7,71.10000000000001,64.0,1.3005780346820686,1.274787535410773,1.4173228346456783
2018-08-30,70.23333333333333,71.60000000000001,64.46666666666667,-1.697312588401701,-1.6643550624132992,-1.694915254237301
2018-08-31,68.66666666666667,70.0,63.03333333333334,-1.5850144092219143,-1.6949152542372923,-1.5698587127158554
2018-09-01,67.7,69.0,62.06666666666666,-1.1730205278592334,-1.1510791366906434,-1.1200000000000045
2018-09-02,68.06666666666666,69.3,62.36666666666667,-1.3157894736842188,-1.4347202295552368,-1.4354066985646023
2018-09-03,68.0,69.2,62.26666666666667,0.4411764705882311,0.43352601156068954,0.32102728731942676
2018-09-04,67.6,68.76666666666667,61.9,2.2522522522522523,2.06489675516225,2.131147540983602
2018-09-05,67.73333333333333,68.86666666666666,62.0,-0.7342143906020558,-0.8658008658008577,-0.9615384615384639
